Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,18.5,-1.5,0.0,8.5,0.0,18.1714667441
1980,1,3,17.0,-3.0,0.0,7.0,0.0,16.0863680045
1980,1,11,12.5,7.5,5.0,10.0,0.5,85.4833427078
1980,1,12,18.0,5.0,1.0,11.5,0.1,38.7078004908
1980,1,13,20.5,5.0,0.0,12.75,0.0,27.4361339077
1980,1,14,22.0,5.0,0.0,13.5,0.0,23.51770361
1980,1,15,18.5,4.5,5.0,11.5,0.5,38.7078004908
1980,1,16,17.5,1.5,0.0,9.5,0.0,23.7935251792
1980,1,17,18.0,0.5,0.0,9.25,0.0,20.7375527605
1980,1,18,17.0,6.0,3.0,11.5,0.3,50.6178929496
1980,1,19,15.0,4.0,0.0,9.5,0.0,44.1879753329
1980,1,20,14.0,-1.0,2.0,6.5,0.2,33.2852815879
1980,1,21,11.5,3.5,7.0,7.5,0.7,69.9775783222
1980,1,22,10.0,0.5,2.0,5.25,0.2,58.918047023
1980,1,23,13.0,-1.0,0.0,6.0,0.0,43.0506196386
1980,1,24,16.0,-2.5,0.0,6.75,0.0,32.7237840728
1980,1,25,18.0,-3.0,0.0,7.5,0.0,27.2135026808
1980,1,26,18.0,-1.5,0.0,8.25,0.0,29.566986396
1980,1,27,18.0,1.0,0.0,9.5,0.0,33.990750256
1980,1,28,16.0,2.5,0.0,9.25,0.0,41.475105521
1980,1,29,15.5,3.5,4.0,9.5,0.4,57.7842754353
1980,1,30,17.0,8.0,3.0,12.5,0.3,72.5066460131
1980,4,10,28.5,6.0,0.0,17.25,0.0,41.1122239985
1980,4,11,26.0,7.0,0.0,16.5,0.0,49.5786976794
1980,4,12,20.0,3.0,0.0,11.5,0.0,53.5954160642
1980,4,13,18.0,3.0,0.0,10.5,0.0,60.4310480486
1980,4,14,24.0,1.0,0.0,12.5,0.0,39.0420401609
1980,4,15,28.5,3.5,0.0,16.0,0.0,35.6039027629
1980,4,16,29.5,6.5,0.0,18.0,0.0,39.2148888781
1980,4,17,30.5,7.0,0.0,18.75,0.0,37.4142038091
1980,4,18,31.5,10.5,0.0,21.0,0.0,42.3020437436
1980,4,19,33.0,11.0,0.0,22.0,0.0,41.314929879
1980,4,20,33.0,13.5,0.0,23.25,0.0,45.3774678609
1980,4,21,30.5,14.5,0.0,22.5,0.0,53.4307179396
1980,4,22,27.5,10.5,0.0,19.0,0.0,49.7265985702
1980,4,23,22.0,2.5,0.0,12.25,0.0,42.5196513194
1980,4,24,16.5,1.5,0.0,9.0,0.0,56.2321366726
1980,4,25,23.5,4.0,0.0,13.75,0.0,43.7088215549
1980,4,26,27.5,7.0,0.0,17.25,0.0,41.1122239985
1980,4,27,30.0,12.0,0.0,21.0,0.0,47.1830487909
1980,4,28,30.5,7.5,0.0,19.0,0.0,36.8345174594
1980,4,29,27.5,12.0,0.0,19.75,0.0,52.7316268518
1980,4,30,21.0,7.5,4.0,14.25,0.4,64.7240659367
1980,5,1,22.0,8.0,0.0,15.0,0.0,56.9316031092
1980,5,2,26.5,7.5,0.0,17.0,0.0,43.8554781328
1980,5,3,27.5,9.0,0.0,18.25,0.0,44.3948220927
1980,5,4,29.5,10.0,0.0,19.75,0.0,42.1853014814
1980,5,5,30.0,10.5,0.0,20.25,0.0,40.8979987545
1980,5,6,30.5,9.0,0.0,19.75,0.0,36.9121387963
1980,5,7,29.5,12.0,0.0,20.75,0.0,46.2631889229
1980,5,8,29.5,11.0,0.0,20.25,0.0,44.3061653174
1980,5,9,29.0,8.5,0.0,18.75,0.0,35.5434936186
1980,5,10,28.5,9.5,0.0,19.0,0.0,36.8345174594
1980,5,11,25.5,9.0,0.0,17.25,0.0,43.1678351984
1980,5,12,24.0,4.5,0.0,14.25,0.0,37.3408072712
1980,5,13,28.5,5.0,0.0,16.75,0.0,29.7035266492
1980,5,14,27.0,9.5,0.0,18.25,0.0,38.6041931241
1980,5,15,24.5,8.0,0.0,16.25,0.0,28.4714663704
1980,5,16,26.5,9.0,0.0,17.75,0.0,19.9181603558
1980,5,17,29.5,9.5,0.0,19.5,0.0,19.6376450452
1980,5,18,31.5,10.0,0.0,20.75,0.0,18.1748242197
1980,5,19,33.0,11.0,0.0,22.0,0.0,18.3621910573
1980,5,20,35.0,12.5,0.0,23.75,0.0,17.885060336
1980,5,21,34.5,12.5,0.0,23.5,0.0,18.1575178485
1980,5,22,32.5,11.5,0.0,22.0,0.0,18.3621910573
1980,5,23,30.5,9.5,0.0,20.0,0.0,19.0373856968
1980,5,24,27.5,10.0,0.0,18.75,0.0,20.577812095
1980,5,25,26.5,2.5,0.0,14.5,0.0,14.6976575705
1980,5,26,29.0,5.0,0.0,17.0,0.0,16.7068488125
1980,5,27,30.0,8.5,0.0,19.25,0.0,18.1323907167
1980,5,28,30.0,7.5,0.0,18.75,0.0,16.8363917141
1980,5,29,30.5,7.0,0.0,18.75,0.0,16.8363917141
1980,5,30,32.5,7.5,0.0,20.0,0.0,15.5760428428
1980,5,31,32.0,8.0,0.0,20.0,0.0,17.3067142698
1980,6,1,30.0,10.5,0.0,20.25,0.0,20.4489993773
1980,6,2,32.5,7.5,0.0,20.0,0.0,15.5760428428
1980,6,3,33.5,8.0,0.0,20.75,0.0,16.5225674725
1980,6,4,35.5,9.0,0.0,22.25,0.0,15.0698965403
1980,6,5,35.5,11.0,0.0,23.25,0.0,17.0165504478
1980,6,6,35.0,11.5,0.0,23.25,0.0,17.0165504478
1980,6,7,37.0,10.5,0.0,23.75,0.0,16.509286464
1980,6,8,38.5,13.5,0.0,26.0,0.0,16.8296298411
1980,6,9,40.0,15.5,0.0,27.75,0.0,17.3418136649
1980,6,10,39.0,15.0,0.0,27.0,0.0,18.1260837438
1980,6,11,37.5,12.0,0.0,24.75,0.0,16.8397791108
