Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,18.0,-0.5,0.0,8.75,0.0,21.4430759609
1980,1,3,17.0,-2.5,0.0,7.25,0.0,19.7699535383
1980,1,11,12.0,6.5,6.0,9.25,0.6,82.9502110421
1980,1,12,17.0,5.0,0.0,11.0,0.0,49.2351873476
1980,1,13,19.5,5.0,0.0,12.25,0.0,34.0157210555
1980,1,14,20.5,5.5,0.0,13.0,0.0,32.3917928143
1980,1,15,17.5,4.0,5.0,10.75,0.5,43.7978490458
1980,1,16,16.5,1.5,0.0,9.0,0.0,28.1160683363
1980,1,17,17.0,1.0,0.0,9.0,0.0,28.1160683363
1980,1,18,15.5,6.0,6.0,10.75,0.6,59.4399379907
1980,1,19,13.5,3.5,7.0,8.5,0.7,61.78298693
1980,1,20,12.5,-1.0,3.0,5.75,0.3,52.5519898984
1980,1,21,10.5,2.5,9.0,6.5,0.9,74.8918835728
1980,1,22,9.5,0.0,0.0,4.75,0.0,70.3634224678
1980,1,23,13.0,-1.0,0.0,6.0,0.0,51.6607435663
1980,1,24,16.0,-2.0,0.0,7.0,0.0,40.2159200112
1980,1,25,17.0,-2.5,0.0,7.25,0.0,35.5859163689
1980,1,26,17.0,-0.5,0.0,8.25,0.0,40.6546062944
1980,1,27,17.0,1.0,0.0,9.0,0.0,42.1741025045
1980,1,28,14.5,2.5,0.0,8.5,0.0,54.5144002323
1980,1,29,14.0,4.0,4.0,9.0,0.4,70.2901708408
1980,1,30,16.5,7.5,4.0,12.0,0.4,74.9166236196
1980,4,10,27.0,6.5,0.0,16.75,0.0,50.9203313986
1980,4,11,25.0,8.0,0.0,16.5,0.0,58.2010798845
1980,4,12,19.0,3.0,0.0,11.0,0.0,58.4667849753
1980,4,13,17.0,3.5,0.0,10.25,0.0,64.6741868377
1980,4,14,23.0,1.5,0.0,12.25,0.0,45.3542947406
1980,4,15,27.5,4.0,0.0,15.75,0.0,42.9590167447
1980,4,16,28.5,7.0,0.0,17.75,0.0,45.8117688184
1980,4,17,30.0,7.5,0.0,18.75,0.0,44.8970445709
1980,4,18,31.0,12.0,0.0,21.5,0.0,52.0663280275
1980,4,19,32.5,12.5,0.0,22.5,0.0,48.9781581113
1980,4,20,31.5,13.5,0.0,22.5,0.0,53.4307179396
1980,4,21,29.5,14.0,0.0,21.75,0.0,59.0433634476
1980,4,22,26.5,10.0,0.0,18.25,0.0,55.9760800299
1980,4,23,21.0,1.5,0.0,11.25,0.0,48.4305131704
1980,4,24,15.0,1.0,0.0,8.0,0.0,60.1377446235
1980,4,25,22.5,4.0,0.0,13.25,0.0,50.46037977
1980,4,26,26.5,7.0,0.0,16.75,0.0,48.7986509237
1980,4,27,29.0,12.0,0.0,20.5,0.0,55.3722794611
1980,4,28,29.5,8.0,0.0,18.75,0.0,43.0263343804
1980,4,29,26.0,10.5,0.0,18.25,0.0,57.9062896861
1980,4,30,20.5,7.0,3.0,13.75,0.3,64.2776787571
1980,5,1,20.5,7.0,0.0,13.75,0.0,64.2776787571
1980,5,2,25.5,7.0,0.0,16.25,0.0,48.1824815499
1980,5,3,26.5,7.5,0.0,17.0,0.0,48.0321903359
1980,5,4,29.0,9.5,0.0,19.25,0.0,47.1442158635
1980,5,5,28.5,9.5,0.0,19.0,0.0,47.8848726972
1980,5,6,29.0,9.0,0.0,19.0,0.0,46.0431468242
1980,5,7,28.0,12.0,0.0,20.0,0.0,55.3814856634
1980,5,8,28.0,10.5,0.0,19.25,0.0,50.7706940068
1980,5,9,28.0,8.5,0.0,18.25,0.0,42.4646124365
1980,5,10,27.0,8.5,0.0,17.75,0.0,43.8199527828
1980,5,11,23.5,9.0,0.0,16.25,0.0,54.752819943
1980,5,12,23.0,4.0,0.0,13.5,0.0,41.8092508622
1980,5,13,27.5,5.0,0.0,16.25,0.0,35.0418047635
