Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,18.5,-1.5,0.0,8.5,0.0,18.1714667441
1980,1,3,17.0,-3.0,0.0,7.0,0.0,16.0863680045
1980,1,11,13.0,7.5,4.0,10.25,0.4,80.8427335471
1980,1,12,18.5,4.5,1.0,11.5,0.1,29.7752311468
1980,1,13,21.0,4.5,0.0,12.75,0.0,21.9489071261
1980,1,14,22.0,4.5,0.0,13.25,0.0,21.2464756926
1980,1,15,18.5,4.5,5.0,11.5,0.5,32.7527542615
1980,1,16,17.5,1.0,0.0,9.25,0.0,20.7375527605
1980,1,17,18.0,0.5,0.0,9.25,0.0,20.7375527605
1980,1,18,17.5,6.0,1.0,11.75,0.1,32.2193240205
1980,1,19,15.5,4.0,0.0,9.75,0.0,33.4293598454
1980,1,20,15.0,-1.0,2.0,7.0,0.2,24.1295520067
1980,1,21,12.0,3.5,7.0,7.75,0.7,64.9829126691
1980,1,22,10.0,0.5,2.0,5.25,0.2,54.3858895597
1980,1,23,13.0,-1.5,0.0,5.75,0.0,39.4139924238
1980,1,24,16.0,-3.0,0.0,6.5,0.0,24.9639611909
1980,1,25,18.0,-3.5,0.0,7.25,0.0,19.7699535383
1980,1,26,18.0,-1.5,0.0,8.25,0.0,25.8711130965
1980,1,27,18.5,1.0,0.0,9.75,0.0,26.7434878764
1980,1,28,16.0,2.5,0.0,9.25,0.0,38.0188467276
1980,1,29,15.5,3.5,3.0,9.5,0.3,50.9861253841
1980,1,30,17.0,8.0,2.0,12.5,0.2,58.5630602413
1980,4,10,28.5,5.5,0.0,17.0,0.0,37.5904098281
1980,4,11,26.5,7.0,0.0,16.75,0.0,44.5552899738
1980,4,12,20.5,3.0,0.0,11.75,0.0,49.793500759
1980,4,13,18.0,2.5,0.0,10.25,0.0,54.973058812
1980,4,14,24.5,0.5,0.0,12.5,0.0,36.2533230065
1980,4,15,29.0,3.5,0.0,16.25,0.0,30.6615791681
1980,4,16,30.0,6.0,0.0,18.0,0.0,33.3326555464
1980,4,17,30.5,6.5,0.0,18.5,0.0,34.2036278152
1980,4,18,31.5,10.0,0.0,20.75,0.0,38.0019051866
1980,4,19,33.0,10.5,0.0,21.75,0.0,37.2905453354
1980,4,20,33.0,13.5,0.0,23.25,0.0,42.5413761196
1980,4,21,30.5,14.5,0.0,22.5,0.0,50.4623447207
1980,4,22,28.0,10.5,0.0,19.25,0.0,45.3309767918
1980,4,23,22.5,2.5,0.0,12.5,0.0,39.0420401609
1980,4,24,17.0,1.5,0.0,9.25,0.0,51.8438819013
1980,4,25,24.0,4.5,0.0,14.25,0.0,39.8301944226
1980,4,26,27.5,6.5,0.0,17.0,0.0,37.5904098281
1980,4,27,30.0,12.0,0.0,21.0,0.0,43.929045426
1980,4,28,31.0,7.5,0.0,19.25,0.0,32.6383032901
1980,4,29,28.0,12.5,0.0,20.25,0.0,49.4184151617
1980,4,30,21.0,8.0,3.0,14.5,0.3,66.1394590674
1980,5,1,22.5,8.5,0.0,15.5,0.0,55.1375011443
1980,5,2,26.5,7.5,0.0,17.0,0.0,39.6787659297
1980,5,3,28.0,9.5,0.0,18.75,0.0,41.15562419
1980,5,4,29.5,10.0,0.0,19.75,0.0,38.6698596913
1980,5,5,30.5,10.5,0.0,20.5,0.0,36.9148529741
1980,5,6,31.0,9.0,0.0,20.0,0.0,32.8827571127
1980,5,7,29.5,12.0,0.0,20.75,0.0,42.9586754284
1980,5,8,29.5,10.5,0.0,20.0,0.0,38.0747713936
1980,5,9,29.5,8.5,0.0,19.0,0.0,29.4676139675
1980,5,10,28.5,9.5,0.0,19.0,0.0,33.1510657135
1980,5,11,26.0,9.5,0.0,17.75,0.0,39.8363207117
1980,5,12,24.5,4.5,0.0,14.5,0.0,31.8449247362
1980,5,13,28.5,4.5,0.0,16.5,0.0,23.7115510641
1980,5,14,27.5,9.5,0.0,18.5,0.0,34.2036278152
1980,5,15,25.0,8.0,0.0,16.5,0.0,21.5559555128
1980,5,16,26.5,8.5,0.0,17.5,0.0,20.2343476954
1980,5,17,30.0,9.5,0.0,19.75,0.0,19.3349298457
1980,5,18,31.5,10.0,0.0,20.75,0.0,18.1748242197
1980,5,19,33.5,11.0,0.0,22.25,0.0,18.0838758484
1980,5,20,35.0,12.5,0.0,23.75,0.0,17.885060336
1980,5,21,35.0,12.5,0.0,23.75,0.0,17.885060336
1980,5,22,32.5,11.5,0.0,22.0,0.0,18.3621910573
1980,5,23,30.5,9.5,0.0,20.0,0.0,19.0373856968
1980,5,24,28.0,10.0,0.0,19.0,0.0,20.2589846027
1980,5,25,27.0,3.0,0.0,15.0,0.0,16.6050509068
1980,5,26,29.5,5.0,0.0,17.25,0.0,16.4448895994
1980,5,27,30.0,8.5,0.0,19.25,0.0,18.1323907167
1980,5,28,30.5,7.0,0.0,18.75,0.0,16.8363917141
1980,5,29,31.0,7.0,0.0,19.0,0.0,16.5755328567
1980,5,30,32.5,7.5,0.0,20.0,0.0,15.5760428428
1980,5,31,32.5,8.0,0.0,20.25,0.0,17.0408328144
1980,6,1,30.5,10.5,0.0,20.5,0.0,20.1353743495
1980,6,2,32.5,7.5,0.0,20.0,0.0,15.5760428428
1980,6,3,34.0,8.0,0.0,21.0,0.0,16.2700168244
1980,6,4,35.5,9.0,0.0,22.25,0.0,15.0698965403
1980,6,5,36.0,11.0,0.0,23.5,0.0,16.7607857063
1980,6,6,35.5,11.5,0.0,23.5,0.0,16.7607857063
1980,6,7,37.5,10.5,0.0,24.0,0.0,16.2619749295
1980,6,8,39.0,13.5,0.0,26.25,0.0,16.58126995
1980,6,9,40.0,15.5,0.0,27.75,0.0,17.3418136649
1980,6,10,39.0,15.0,0.0,27.0,0.0,18.1260837438
1980,6,11,37.5,12.0,0.0,24.75,0.0,16.8397791108
