Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,16.0,-1.0,0.0,7.5,0.0,31.101145921
1980,1,3,14.5,-4.0,0.0,5.25,0.0,27.1929447798
1980,1,11,9.0,4.5,8.0,6.75,0.8,85.8999331912
1980,1,12,14.5,2.5,0.0,8.5,0.0,54.5144002323
1980,1,13,17.5,4.0,0.0,10.75,0.0,40.6694312568
1980,1,14,18.0,4.5,0.0,11.25,0.0,42.3766990241
1980,1,15,15.0,1.5,7.0,8.25,0.7,48.0463528934
1980,1,16,13.5,0.0,0.0,6.75,0.0,40.9047300911
1980,1,17,14.0,-0.5,0.0,6.75,0.0,40.9047300911
1980,1,18,12.5,3.5,7.0,8.0,0.7,67.6549627014
1980,1,19,10.5,1.5,9.0,6.0,0.9,73.1860533856
1980,1,20,10.0,-3.0,5.0,3.5,0.5,61.3833051145
1980,1,21,8.5,-0.5,10.0,4.0,1.0,74.1095565824
1980,1,22,7.0,-2.5,6.0,2.25,0.6,72.5717056386
1980,1,23,10.5,-3.5,0.0,3.5,0.0,61.3833051145
1980,1,24,14.0,-3.0,0.0,5.5,0.0,49.0052324688
1980,1,25,14.5,-3.5,0.0,5.5,0.0,49.0052324688
1980,1,26,14.0,-2.0,0.0,6.0,0.0,51.6607435663
1980,1,27,13.5,-1.5,0.0,6.0,0.0,55.9658055302
1980,1,28,11.5,-1.0,0.0,5.25,0.0,63.4502044863
1980,1,29,11.0,1.5,5.0,6.25,0.5,71.9470706808
1980,1,30,13.0,4.5,5.0,8.75,0.5,75.0507658632
1980,4,10,24.0,5.0,0.0,14.5,0.0,53.891411092
1980,4,11,22.5,7.0,0.0,14.75,0.0,60.2633776758
1980,4,12,16.5,0.5,0.0,8.5,0.0,58.1486935812
1980,4,13,14.0,-0.5,0.0,6.75,0.0,61.3570951366
1980,4,14,20.5,0.0,0.0,10.25,0.0,48.5056401283
1980,4,15,24.5,3.0,0.0,13.75,0.0,48.8510358554
1980,4,16,25.5,5.5,0.0,15.5,0.0,52.8401052633
1980,4,17,26.5,6.5,0.0,16.5,0.0,51.7342932307
