Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,17.0,-2.0,0.0,7.5,0.0,19.4382162006
1980,1,3,15.0,-3.5,0.0,5.75,0.0,17.5173299661
1980,1,11,11.0,6.0,5.0,8.5,0.5,83.5887470229
1980,1,12,16.5,3.5,2.0,10.0,0.2,39.4538504805
1980,1,13,19.0,4.0,0.0,11.5,0.0,26.7977080321
1980,1,14,20.5,3.5,0.0,12.0,0.0,23.051268806
1980,1,15,17.0,3.0,5.0,10.0,0.5,39.4538504805
1980,1,16,16.0,0.5,0.0,8.25,0.0,29.566986396
1980,1,17,16.5,-0.5,0.0,8.0,0.0,26.3102632728
1980,1,18,15.5,4.0,2.0,9.75,0.2,40.1152318145
1980,1,19,13.5,3.0,0.0,8.25,0.0,44.3504795939
1980,1,20,13.0,-2.0,0.0,5.5,0.0,31.1851479347
1980,1,21,10.5,1.5,8.0,6.0,0.8,64.5759294579
1980,1,22,8.0,-1.0,3.0,3.5,0.3,71.6138559669
1980,1,23,11.0,-2.5,0.0,4.25,0.0,43.7021533462
1980,1,24,14.0,-3.5,0.0,5.25,0.0,31.7251022431
1980,1,25,16.0,-4.0,0.0,6.0,0.0,30.135433747
1980,1,26,16.0,-2.0,0.0,7.0,0.0,32.172736009
1980,1,27,16.0,-1.0,0.0,7.5,0.0,34.9887891611
1980,1,28,14.0,0.5,0.0,7.25,0.0,43.4938977843
1980,1,29,13.5,2.0,3.0,7.75,0.3,57.3378641198
1980,1,30,15.0,6.5,0.0,10.75,0.0,65.6967735686
1980,4,10,26.5,4.5,0.0,15.5,0.0,41.3531258582
1980,4,11,25.0,6.5,0.0,15.75,0.0,49.7420193886
1980,4,12,18.5,1.5,0.0,10.0,0.0,52.605133974
1980,4,13,15.5,0.5,0.0,8.0,0.0,60.1377446235
1980,4,14,22.5,-0.5,0.0,11.0,0.0,40.00358972
1980,4,15,27.0,2.5,0.0,14.75,0.0,36.1580266055
1980,4,16,28.0,5.0,0.0,16.5,0.0,38.800719923
1980,4,17,28.5,5.5,0.0,17.0,0.0,37.5904098281
1980,4,18,29.5,8.5,0.0,19.0,0.0,42.3596950783
