Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,2,14.5,-1.0,0.0,6.75,0.0,28.6333110637
1980,1,3,12.5,-5.0,0.0,3.75,0.0,25.13559555
1980,1,11,6.5,2.0,10.0,4.25,1.0,87.4043066924
1980,1,12,12.0,1.0,0.0,6.5,0.0,58.2492427789
1980,1,13,15.0,3.0,0.0,9.0,0.0,56.2321366726
1980,1,14,15.5,3.5,0.0,9.5,0.0,54.3852004097
1980,1,15,12.5,-0.5,8.0,6.0,0.8,55.9658055302
1980,1,16,11.0,-1.0,0.0,5.0,0.0,55.3292606559
1980,1,17,11.5,-1.5,0.0,5.0,0.0,55.3292606559
1980,1,18,10.0,1.5,10.0,5.75,1.0,74.4486523561
1980,1,19,7.0,-0.5,12.0,3.25,1.2,78.0771215955
1980,1,20,7.5,-4.5,7.0,1.5,0.7,64.7374456847
1980,1,21,6.5,-3.0,12.0,1.75,1.2,69.3879260086
1980,1,22,5.0,-5.0,8.0,0.0,0.8,72.0130932897
1980,1,23,9.0,-5.0,0.0,2.0,0.0,62.4955449883
1980,1,24,12.5,-3.5,0.0,4.5,0.0,57.270700994
1980,1,25,12.0,-4.0,0.0,4.0,0.0,54.3470081604
1980,1,26,11.0,-2.5,0.0,4.25,0.0,63.1253326111
1980,1,27,10.0,-3.5,0.0,3.25,0.0,62.4616972764
1980,1,28,8.5,-4.0,0.0,2.25,0.0,61.406827848
1980,1,29,7.5,-0.5,6.0,3.5,0.6,76.7291313931
1980,1,30,10.5,2.0,6.0,6.25,0.6,76.1792513091
1980,4,10,21.0,4.5,0.0,12.75,0.0,57.6158812061
1980,4,11,20.0,6.5,0.0,13.25,0.0,63.7394270778
1980,4,12,14.0,-1.5,0.0,6.25,0.0,59.250528796
1980,4,13,11.0,-3.5,0.0,3.75,0.0,60.3254293201
1980,4,14,18.0,-1.0,0.0,8.5,0.0,50.8801068835
1980,4,15,22.0,2.5,0.0,12.25,0.0,51.0235815832
1980,4,16,22.5,5.0,0.0,13.75,0.0,56.5643573063
1980,4,17,24.0,5.5,0.0,14.75,0.0,55.4423074618
1980,4,18,24.5,8.0,0.0,16.25,0.0,59.1330455385
1980,4,19,26.5,8.5,0.0,17.5,0.0,56.6561735471
1980,4,20,25.5,9.5,0.0,17.5,0.0,60.7030430862
1980,4,21,23.0,9.5,0.0,16.25,0.0,65.7033839317
1980,4,22,22.5,7.0,0.0,14.75,0.0,60.2633776758
1980,4,23,18.5,-2.5,0.0,8.0,0.0,48.8619175066
1980,4,24,8.5,-2.5,0.0,3.0,0.0,68.8577934793
1980,4,25,17.5,1.0,0.0,9.25,0.0,55.3001406947
1980,4,26,20.5,3.5,0.0,12.0,0.0,57.628172015
1980,4,27,22.5,7.5,0.0,15.0,0.0,61.6759033683
1980,4,28,23.5,5.5,0.0,14.5,0.0,56.3410206871
1980,4,29,21.5,5.0,0.0,13.25,0.0,58.4278081547
1980,4,30,18.0,2.0,4.0,10.0,0.4,59.1807757208
1980,5,1,13.0,1.0,0.0,7.0,0.0,64.3454720179
1980,5,2,19.0,1.0,0.0,10.0,0.0,52.605133974
1980,5,3,19.5,3.5,0.0,11.5,0.0,59.5504622936
1980,5,4,22.5,4.5,0.0,13.5,0.0,54.8746417567
1980,5,5,21.0,4.0,0.0,12.5,0.0,55.774343087
1980,5,6,22.0,3.5,0.0,12.75,0.0,54.8722678153
1980,5,7,21.0,6.0,0.0,13.5,0.0,60.1007981145
1980,5,8,22.5,6.5,0.0,14.5,0.0,58.7906302822
1980,5,9,22.0,5.0,0.0,13.5,0.0,57.4877199356
1980,5,10,21.5,4.0,0.0,12.75,0.0,54.8722678153
1980,5,11,17.0,5.0,0.0,11.0,0.0,67.698382603
1980,5,12,17.0,-1.0,0.0,8.0,0.0,52.6205265456
1980,5,13,22.5,1.0,0.0,11.75,0.0,46.8644713026
1980,5,14,20.5,9.0,0.0,14.75,0.0,69.905518104
1980,5,15,16.5,1.5,0.0,9.0,0.0,52.7176281306
1980,5,16,20.0,6.5,0.0,13.25,0.0,50.46037977
1980,5,17,23.0,5.5,0.0,14.25,0.0,34.8514201198
1980,5,18,25.0,9.5,0.0,17.25,0.0,34.9453903987
1980,5,19,26.0,6.0,0.0,16.0,0.0,22.2524392268
1980,5,20,28.0,8.0,0.0,18.0,0.0,23.5289333269
1980,5,21,27.0,7.5,0.0,17.25,0.0,20.5561119992
1980,5,22,24.0,6.5,0.0,15.25,0.0,23.344413873
1980,5,23,23.5,5.0,0.0,14.25,0.0,22.4044843627
1980,5,24,20.0,4.0,0.0,12.0,0.0,28.8140860075
1980,5,25,19.5,-1.5,0.0,9.0,0.0,17.5725427102
1980,5,26,23.0,0.5,0.0,11.75,0.0,17.5741767385
1980,5,27,22.5,5.5,0.0,14.0,0.0,25.298816225
1980,5,28,22.5,6.0,0.0,14.25,0.0,24.8938715141
1980,5,29,22.5,1.5,0.0,12.0,0.0,17.2884516045
1980,5,30,25.5,4.0,0.0,14.75,0.0,16.8737457492
1980,5,31,24.5,4.5,0.0,14.5,0.0,19.5968767607
1980,6,1,23.5,8.5,0.0,16.0,0.0,28.9281709949
1980,6,2,25.5,5.0,0.0,15.25,0.0,18.6755310984
1980,6,3,25.5,7.5,0.0,16.5,0.0,21.5559555128
1980,6,4,28.5,7.5,0.0,18.0,0.0,17.6466999951
1980,6,5,29.0,8.0,0.0,18.5,0.0,19.0020154529
1980,6,6,28.0,8.5,0.0,18.25,0.0,19.302096562
1980,6,7,30.5,9.5,0.0,20.0,0.0,19.0373856968
1980,6,8,32.5,13.0,0.0,22.75,0.0,20.464728049
1980,6,9,33.0,14.0,0.0,23.5,0.0,20.9509821329
1980,6,10,32.0,13.0,0.0,22.5,0.0,20.7786125321
1980,6,11,31.0,10.5,0.0,20.75,0.0,19.8270809669
1980,6,12,31.5,13.5,0.0,22.5,0.0,20.7786125321
1980,6,13,32.5,12.0,0.0,22.25,0.0,19.5908655024
1980,6,14,32.0,12.5,0.0,22.25,0.0,19.5908655024
1980,6,15,32.0,13.5,0.0,22.75,0.0,20.464728049
1980,6,16,33.5,14.5,0.0,24.0,0.0,20.3274686619
1980,6,17,32.5,15.5,0.0,24.0,0.0,21.6826332393
1980,6,18,32.0,16.0,0.0,24.0,0.0,23.0377978168
1980,6,19,31.5,15.5,0.0,23.5,0.0,22.3477142751
1980,6,20,32.0,15.0,0.0,23.5,0.0,22.3477142751
1980,6,21,31.5,14.5,0.0,23.0,0.0,21.5958250607
1980,6,22,32.5,13.5,0.0,23.0,0.0,20.15610339
1980,6,23,32.5,14.5,0.0,23.5,0.0,20.9509821329
1980,6,24,31.5,13.0,0.0,22.25,0.0,21.0978551564
1980,6,25,34.0,16.0,0.0,25.0,0.0,21.6935627025
1980,6,26,34.5,17.0,0.0,25.75,0.0,21.9627447317
1980,6,27,34.0,18.0,0.0,26.0,0.0,24.0423283445
1980,6,28,34.0,20.5,0.0,27.25,0.0,25.6742648458
1980,6,29,34.0,20.5,0.0,27.25,0.0,25.6742648458
1980,6,30,30.5,14.5,15.0,22.5,1.5,22.2627991415
1980,7,1,27.5,10.5,0.0,19.0,0.0,22.1007104756
1980,7,2,29.5,13.5,0.0,21.5,0.0,22.0887452238
1980,7,3,33.0,14.5,0.0,23.75,0.0,20.6366080801
1980,7,4,33.0,15.0,0.0,24.0,0.0,21.6826332393
