Year,Month,Day,T_max,T_min,Precip (mm),T_ave,Precip (cm),rh_ave
1980,1,1,18.0,0.5,0.0,9.25,0.0,24.1938115539
1980,1,2,17.5,-0.5,0.0,8.5,0.0,25.4400534418
1980,1,3,16.0,-3.0,0.0,6.5,0.0,24.9639611909
1980,1,4,17.5,-0.5,0.0,8.5,0.0,25.4400534418
1980,1,5,19.0,-1.5,0.0,8.75,0.0,21.4430759609
1980,1,6,17.0,1.0,0.0,9.0,0.0,28.1160683363
1980,1,7,15.0,1.0,0.0,8.0,0.0,33.8274813507
1980,1,8,14.5,1.5,0.0,8.0,0.0,33.8274813507
1980,1,9,13.0,2.5,0.0,7.75,0.0,45.8702912958
1980,1,10,11.0,4.5,10.0,7.75,1.0,76.450485493
1980,1,11,10.5,5.5,7.0,8.0,0.7,86.4480078963
1980,1,12,16.0,4.0,0.0,10.0,0.0,52.605133974
1980,1,13,18.5,5.0,0.0,11.75,0.0,38.0773829333
1980,1,14,19.5,5.5,0.0,12.5,0.0,36.2533230065
1980,1,15,16.5,3.0,6.0,9.75,0.6,46.8011037836
1980,1,16,15.0,1.0,0.0,8.0,0.0,33.8274813507
1980,1,17,16.0,0.5,0.0,8.25,0.0,29.566986396
1980,1,18,14.5,5.0,7.0,9.75,0.7,63.5157837063
1980,1,19,12.0,2.5,8.0,7.25,0.8,67.2178420302
1980,1,20,11.0,-2.0,4.0,4.5,0.4,57.270700994
1980,1,21,9.5,1.5,10.0,5.5,1.0,75.7353592699
1980,1,22,8.5,-1.0,0.0,3.75,0.0,70.3796675401
1980,1,23,12.0,-2.0,0.0,5.0,0.0,55.3292606559
1980,1,24,15.5,-2.5,0.0,6.5,0.0,41.6066019849
1980,1,25,16.0,-2.5,0.0,6.75,0.0,40.9047300911
1980,1,26,16.0,-1.0,0.0,7.5,0.0,42.7640756413
1980,1,27,15.5,0.0,0.0,7.75,0.0,45.8702912958
1980,1,28,13.5,1.0,0.0,7.25,0.0,55.3558699072
1980,1,29,12.5,3.0,5.0,7.75,0.5,72.6279612184
1980,1,30,15.0,6.5,4.0,10.75,0.4,75.0820269356
1980,1,31,15.5,7.5,3.0,11.5,0.3,77.4156009817
1980,2,1,17.0,5.5,0.0,11.25,0.0,63.5650485362
1980,2,2,20.5,2.0,0.0,11.25,0.0,42.3766990241
1980,2,3,23.5,2.5,0.0,13.0,0.0,37.79042495
1980,2,4,23.0,3.0,0.0,13.0,0.0,37.79042495
1980,2,5,23.0,4.0,0.0,13.5,0.0,39.1961726834
1980,2,6,22.5,5.5,0.0,14.0,0.0,43.0079875825
1980,2,7,19.5,2.5,0.0,11.0,0.0,43.0807889292
1980,2,8,13.0,0.5,20.0,6.75,2.0,65.4475681457
1980,2,9,10.0,-1.0,7.0,4.5,0.7,66.8158178264
1980,2,10,12.0,-2.0,0.0,5.0,0.0,59.9400323773
1980,2,11,14.5,-3.0,0.0,5.75,0.0,52.5519898984
1980,2,12,15.0,-2.0,0.0,6.5,0.0,49.9279223819
1980,2,13,13.0,3.5,19.0,8.25,1.9,73.9174659899
1980,2,14,12.5,6.0,40.0,9.25,4.0,79.4939522487
1980,2,15,13.0,7.0,20.0,10.0,2.0,82.1955218344
1980,2,16,13.5,2.5,6.0,8.0,0.6,67.6549627014
1980,2,17,13.5,5.5,11.0,9.5,1.1,78.1787255889
1980,2,18,15.5,5.5,4.0,10.5,0.4,73.1533739536
1980,2,19,16.0,8.0,0.0,12.0,0.0,77.7980322203
1980,2,20,14.0,5.0,8.0,9.5,0.8,74.7796505633
1980,2,21,13.0,3.5,2.0,8.25,0.2,73.9174659899
1980,2,22,15.0,2.5,0.0,8.75,0.0,64.3292278828
1980,2,23,17.5,1.0,0.0,9.25,0.0,55.3001406947
1980,2,24,18.5,1.0,0.0,9.75,0.0,53.4869757527
1980,2,25,20.5,1.5,0.0,11.0,0.0,52.3123865569
1980,2,26,23.0,4.5,0.0,13.75,0.0,53.993250156
1980,2,27,24.0,4.5,0.0,14.25,0.0,52.2771301796
1980,2,28,24.0,5.0,0.0,14.5,0.0,53.891411092
1980,2,29,21.5,5.0,0.0,13.25,0.0,58.4278081547
1980,3,1,20.0,2.5,0.0,11.25,0.0,54.4843273167
1980,3,2,19.5,5.5,0.0,12.5,0.0,64.14049455
1980,3,3,17.5,6.5,0.0,12.0,0.0,69.153806418
1980,3,4,16.5,3.5,0.0,10.0,0.0,65.7564174675
1980,3,5,19.0,1.0,0.0,10.0,0.0,52.605133974
1980,3,6,18.5,3.0,0.0,10.75,0.0,59.4399379907
1980,3,7,16.0,5.0,4.0,10.5,0.4,69.9727924773
1980,3,8,17.5,0.5,0.0,9.0,0.0,56.2321366726
1980,3,9,18.0,1.0,0.0,9.5,0.0,54.3852004097
1980,3,10,15.5,4.0,0.0,9.75,0.0,66.8587196909
1980,3,11,14.5,4.0,19.0,9.25,1.9,69.1251758684
1980,3,12,15.0,3.5,0.0,9.25,0.0,69.1251758684
1980,3,13,20.5,1.0,0.0,10.75,0.0,50.0546846237
1980,3,14,22.0,3.5,0.0,12.75,0.0,54.8722678153
1980,3,15,20.5,4.0,0.0,12.25,0.0,56.6928684258
1980,3,16,18.0,3.5,0.0,10.75,0.0,62.5683557797
1980,3,17,17.5,0.5,0.0,9.0,0.0,56.2321366726
1980,3,18,21.0,2.5,0.0,11.75,0.0,52.7225302154
1980,3,19,17.0,2.0,7.0,9.5,0.7,61.1833504609
1980,3,20,17.0,-2.0,0.0,7.5,0.0,50.5393621216
1980,3,21,20.0,1.5,0.0,10.75,0.0,53.1831024127
1980,3,22,17.5,3.0,0.0,10.25,0.0,61.4404774958
1980,3,23,15.0,0.5,0.0,7.75,0.0,61.1603883944
1980,3,24,16.5,0.5,0.0,8.5,0.0,58.1486935812
1980,3,25,16.0,2.0,0.0,9.0,0.0,63.2611537567
1980,3,26,14.0,2.0,4.0,8.0,0.4,67.6549627014
1980,3,27,12.5,1.0,15.0,6.75,1.5,65.4475681457
1980,3,28,13.0,0.5,0.0,6.75,0.0,65.4475681457
1980,3,29,15.5,-1.5,0.0,7.0,0.0,56.3022880157
1980,3,30,19.5,-0.5,0.0,9.5,0.0,50.9861253841
1980,3,31,17.0,3.5,0.0,10.25,0.0,64.6741868377
1980,4,1,19.0,0.0,0.0,9.5,0.0,50.9861253841
1980,4,2,16.5,0.0,0.0,8.25,0.0,55.4380994924
1980,4,3,19.0,-0.5,0.0,9.25,0.0,51.8438819013
1980,4,4,23.5,3.0,0.0,13.25,0.0,50.46037977
1980,4,5,22.5,4.0,0.0,13.25,0.0,53.1161892315
1980,4,6,22.0,4.5,0.0,13.25,0.0,55.7719986931
1980,4,7,22.5,4.5,0.0,13.5,0.0,54.8746417567
1980,4,8,25.0,3.5,0.0,14.25,0.0,49.7877430282
1980,4,9,26.5,4.5,0.0,15.5,0.0,48.2453135012
